,Sample Result (ppb),Address,Analyze Date,geometry,x,y
899,1.0,100 BROSVILLE ST,4/16/2019,POINT (-79.9855707306226 40.4247899450215),-79.9855707306226,40.4247899450215
900,0.0,100 S 24TH ST,4/16/2019,POINT (-79.97152304209411 40.4275898656263),-79.9715230420941,40.4275898656263
901,0.0,200 FOUR MILE RUN RD,4/16/2019,POINT (-79.9495885347787 40.427405174227),-79.9495885347787,40.427405174227
902,0.0,200 SHILOH ST,4/16/2019,POINT (-80.0075722318753 40.4307191428356),-80.0075722318753,40.4307191428356
903,12.0,200 BIGHAM ST,4/16/2019,POINT (-80.01516859759229 40.4343378457357),-80.0151685975923,40.4343378457357
904,16.0,300 SWEETBRIAR ST,4/16/2019,POINT (-80.02211734753389 40.4373122524625),-80.0221173475339,40.4373122524625
905,6.9,300 S FAIRMOUNT ST,4/16/2019,POINT (-79.9344602666647 40.4612583762274),-79.9344602666647,40.4612583762274
906,0.0,300 DOWNING ST,4/16/2019,POINT (-79.9673664641209 40.4582248294506),-79.9673664641209,40.4582248294506
907,1.0,400 ORMSBY AVE,4/16/2019,POINT (-79.9816199240808 40.4126240810497),-79.9816199240808,40.4126240810497
908,43.9,400 KATHLEEN ST,4/16/2019,POINT (-80.0010451102706 40.4254793676951),-80.0010451102706,40.4254793676951
909,2.0,400 EDITH ST,4/16/2019,POINT (-80.0247353579235 40.4363315290617),-80.0247353579235,40.4363315290617
910,15.0,600 FRAYNE ST,4/16/2019,POINT (-79.93590495366909 40.417035427753),-79.9359049536691,40.417035427753
911,1.0,700 BUCYRUS ST,4/16/2019,POINT (-80.03988786209111 40.4456536670553),-80.0398878620911,40.4456536670553
912,8.5,700 NORTH AVE,4/16/2019,POINT (-79.9734969067934 40.4872803620161),-79.9734969067934,40.4872803620161
913,2.0,900 BELLAIRE AVE,4/16/2019,POINT (-80.01836452916611 40.3934942001678),-80.0183645291661,40.3934942001678
914,0.0,900 FLEMINGTON ST,4/16/2019,POINT (-79.93268506482541 40.4270796490125),-79.9326850648254,40.4270796490125
915,0.0,900 LILAC ST,4/16/2019,POINT (-79.9330336821824 40.425083425456),-79.9330336821824,40.425083425456
916,39.0,1100 JANCEY ST,4/16/2019,POINT (-79.9301645987769 40.477300646604),-79.9301645987769,40.477300646604
917,0.0,1200 GOODMAN ST,4/16/2019,POINT (-79.90401894790369 40.4186832901715),-79.9040189479037,40.4186832901715
918,13.0,1200 CHISLETT ST,4/16/2019,POINT (-79.9281849503643 40.4795318623567),-79.9281849503643,40.4795318623567
919,0.0,1400 KEEVER AVE,4/16/2019,POINT (-80.0546930487827 40.4349042246626),-80.0546930487827,40.4349042246626
920,1.0,1400 WOODLAND AVE,4/16/2019,POINT (-80.0316551602548 40.468958438475),-80.0316551602548,40.468958438475
921,3.65,1400 SEVERN ST,4/16/2019,POINT (-79.9166964029948 40.4442473755004),-79.9166964029948,40.4442473755004
922,6.6,1800 EDWARDS WAY,4/16/2019,POINT (-79.980509596367 40.4257236146766),-79.980509596367,40.4257236146766
923,0.0,1800 KLEBER ST,4/16/2019,POINT (-80.0392336127976 40.4855234690932),-80.0392336127976,40.4855234690932
924,2.0,1800 ARCENA ST,4/16/2019,POINT (-79.98492099873199 40.4472522640109),-79.984920998732,40.4472522640109
925,1.06,2200 WIGHTMAN ST,4/16/2019,POINT (-79.92766874376289 40.4308413716312),-79.9276687437629,40.4308413716312
926,1.0,4200 MINNESOTA ST,4/16/2019,POINT (-79.9391047662656 40.4225044260469),-79.9391047662656,40.4225044260469
927,1.0,4300 LYDIA ST,4/16/2019,POINT (-79.9416976640087 40.4215183815129),-79.9416976640087,40.4215183815129
928,1.4,4400 CAMELIA ST,4/16/2019,POINT (-79.9397052060399 40.482438190311),-79.9397052060399,40.482438190311
929,1.42,5400 BEACON ST,4/16/2019,POINT (-79.93290643050069 40.433111372698),-79.9329064305007,40.433111372698
930,5.09,5500 BEACON ST,4/16/2019,POINT (-79.930384652876 40.433524732232),-79.930384652876,40.433524732232
931,4.58,5600 CALLOWHILL ST,4/16/2019,POINT (-79.92229995002791 40.4782589612146),-79.9222999500279,40.4782589612146
932,3.21,6700 THOMAS BLVD,4/16/2019,POINT (-79.9113859196888 40.4546216554712),-79.9113859196888,40.4546216554712
933,4.58,7100 KEDRON ST,4/16/2019,POINT (-79.8973513415303 40.4615368667775),-79.8973513415303,40.4615368667775
934,1.0,0 GRAHAM PL,4/10/2019,POINT (-79.9353090969982 40.4554252942827),-79.9353090969982,40.4554252942827
935,1.0,0 HEMINGWAY ST,4/10/2019,POINT (-79.950266115944 40.4567453866773),-79.950266115944,40.4567453866773
936,1.0,0 SOLAR ST,4/10/2019,POINT (-79.9983314758951 40.4642398411721),-79.9983314758951,40.4642398411721
937,3.43,0 WATSON BLVD,4/10/2019,POINT (-80.0115054314909 40.4781971975782),-80.0115054314909,40.4781971975782
938,2.04,100 FREDERICK ST,4/10/2019,POINT (-79.97441503692269 40.4882064519323),-79.9744150369227,40.4882064519323
939,2.0,100 SHALER ST,4/10/2019,POINT (-80.02312563327131 40.4399007591594),-80.0231256332713,40.4399007591594
940,0.0,100 DUNLAP ST,4/10/2019,POINT (-80.014651516036 40.4863669414809),-80.014651516036,40.4863669414809
941,0.0,100 PHILLIPS PL,4/10/2019,POINT (-79.9135731480029 40.4328371426901),-79.9135731480029,40.4328371426901
942,3.0,100 WATSON BLVD,4/10/2019,POINT (-80.0100930062498 40.4799895897308),-80.0100930062498,40.4799895897308
943,19.0,200 WALDORF ST,4/10/2019,POINT (-80.01552701299489 40.4910372777208),-80.0155270129949,40.4910372777208
944,0.0,200 WHITRIDGE ST,4/10/2019,POINT (-79.9683744793131 40.4415161610989),-79.9683744793131,40.4415161610989
945,2.0,200 N WOODLAND RD,4/10/2019,POINT (-79.92358970673919 40.4511313169947),-79.9235897067392,40.4511313169947
946,2.0,200 SYLVANIA AVE,4/10/2019,POINT (-80.0038042135514 40.4172070987981),-80.0038042135514,40.4172070987981
947,0.0,200 MAIN ST,4/10/2019,POINT (-80.166419740642 40.5204699781598),-80.166419740642,40.5204699781598
948,1.0,300 5260 CENTRE AVE,4/10/2019,POINT (nan nan),,
949,2.0,300 RAYMOND ST,4/10/2019,POINT (-79.89934308398411 40.4238235113639),-79.8993430839841,40.4238235113639
950,0.7,300 WINSTON ST,4/10/2019,POINT (-79.93916172822939 40.4049351096643),-79.9391617282294,40.4049351096643
951,1.0,300 LEBLANC ST,4/10/2019,POINT (-79.900394216577 40.4250705970741),-79.900394216577,40.4250705970741
952,0.0,400 ALPINE AVE,4/10/2019,POINT (-80.011791769032 40.4581666900429),-80.011791769032,40.4581666900429
953,8.1,400 VENTURE ST,4/10/2019,POINT (-80.0118877722186 40.4853279009561),-80.0118877722186,40.4853279009561
954,4.0,400 NATCHEZ ST,4/10/2019,POINT (-80.01208566727421 40.4286993976007),-80.0120856672742,40.4286993976007
955,2.0,400 BARK ST,4/10/2019,POINT (-80.00588755064901 40.467738887189),-80.005887550649,40.467738887189
956,2.0,400 SYLVANIA AVE,4/10/2019,POINT (-80.0002733701731 40.4172495726368),-80.0002733701731,40.4172495726368
957,2.0,600 FILBERT ST,4/10/2019,POINT (-79.9341855085091 40.4532188403513),-79.9341855085091,40.4532188403513
958,2.0,600 STANTON AVE,4/10/2019,POINT (-79.9755533750958 40.4790150672667),-79.9755533750958,40.4790150672667
959,2.0,600 KIRTLAND ST,4/10/2019,POINT (-79.90777993363611 40.44563416658),-79.9077799336361,40.44563416658
960,1.0,600 CHESS ST,4/10/2019,POINT (-80.01357898582491 40.4223899899928),-80.0135789858249,40.4223899899928
961,2.0,600 MONTCLAIR ST,4/10/2019,POINT (-79.93603022456421 40.4199820973274),-79.9360302245642,40.4199820973274
962,1.0,800 FLEMINGTON ST,4/10/2019,POINT (-79.9357399943169 40.4260844643388),-79.9357399943169,40.4260844643388
963,10.8,800 KENNEBEC ST,4/10/2019,POINT (-79.9355378980064 40.4255468072103),-79.9355378980064,40.4255468072103
964,2.0,900 BEECH AVE,4/10/2019,POINT (-80.0170117993304 40.4526165743067),-80.0170117993304,40.4526165743067
965,2.0,900 DORCHESTER AVE,4/10/2019,POINT (-80.0233659298609 40.3894326485336),-80.0233659298609,40.3894326485336
966,3.0,900 KENNEBEC ST,4/10/2019,POINT (-79.93182907192219 40.4250979432837),-79.9318290719222,40.4250979432837
967,0.0,1100 STANFORD RD,4/10/2019,POINT (-80.0311656358638 40.4810580035274),-80.0311656358638,40.4810580035274
968,5.3,1100 N EUCLID AVE,4/10/2019,POINT (-79.92026273020021 40.4744879574606),-79.9202627302002,40.4744879574606
969,0.0,1100 FAIRFIELD ST,4/10/2019,POINT (-79.9389685705716 40.4846369853522),-79.9389685705716,40.4846369853522
970,0.0,1100 WIGHTMAN ST,4/10/2019,POINT (-79.92957448598921 40.4470662645457),-79.9295744859892,40.4470662645457
971,0.0,1100 CHISLETT ST,4/10/2019,POINT (-79.9296917095137 40.4772101644891),-79.9296917095137,40.4772101644891
972,6.9,1300 MURDOCH RD,4/10/2019,POINT (-79.9302928375634 40.4436044992893),-79.9302928375634,40.4436044992893
973,9.1,1300 INVERNESS AVE,4/10/2019,POINT (-79.9320497820414 40.443089171522),-79.9320497820414,40.443089171522
974,2.66,1400 HIGH ST,4/10/2019,POINT (-79.9880359771883 40.4621004183306),-79.9880359771883,40.4621004183306
975,2.0,1400 GRANDVIEW AVE,4/10/2019,POINT (-79.836793475403 40.3435038071529),-79.836793475403,40.3435038071529
976,1.0,1400 LAGER ST,4/10/2019,POINT (-79.9836646273972 40.462875828669),-79.9836646273972,40.462875828669
977,7.0,1600 JANCEY ST,4/10/2019,POINT (-79.92847498581391 40.4825319648118),-79.9284749858139,40.4825319648118
978,0.0,1700 CROSBY AVE,4/10/2019,POINT (-80.02373418820351 40.4058688259215),-80.0237341882035,40.4058688259215
979,10.5,1700 COWLEY ST,4/10/2019,POINT (-79.9823374236754 40.4657236631689),-79.9823374236754,40.4657236631689
980,2.0,1800 MEADVILLE ST,4/10/2019,POINT (-80.0052990160427 40.4620957789237),-80.0052990160427,40.4620957789237
981,2.5,1800 UNIVERSITY AVE,4/10/2019,POINT (-80.0113336087864 40.4613990513035),-80.0113336087864,40.4613990513035
982,2.43,2200 TILBURY AVE,4/10/2019,POINT (-79.9182192247202 40.4310102965491),-79.9182192247202,40.4310102965491
983,4.79,3000 BRERETON ST,4/10/2019,POINT (-79.970012711694 40.4566783681123),-79.970012711694,40.4566783681123
984,1.0,3100 WADLOW ST,4/10/2019,POINT (-80.0300349442951 40.473569461654),-80.0300349442951,40.473569461654
985,1.42,3200 SHADY AVE EXT,4/10/2019,POINT (-79.9241249640599 40.4201554169886),-79.9241249640599,40.4201554169886
986,1.0,3300 LIBERTY AVE,4/10/2019,POINT (-79.9677948492831 40.4615009258728),-79.9677948492831,40.4615009258728
987,1.75,3400 WARD ST,4/10/2019,POINT (-79.9547773273153 40.4348601248235),-79.9547773273153,40.4348601248235
988,4.82,3600 MINTWOOD ST,4/10/2019,POINT (-79.96401407800479 40.463198943446),-79.9640140780048,40.463198943446
989,1.0,3700 BEECHWOOD BLVD,4/10/2019,POINT (-79.92751662309929 40.426762552686),-79.9275166230993,40.426762552686
990,1.0,4000 GRIZELLA ST,4/10/2019,POINT (-80.0164770594869 40.4917062297731),-80.0164770594869,40.4917062297731
991,1.12,4100 SALINE ST,4/10/2019,POINT (-79.9262765157399 40.4245076982279),-79.9262765157399,40.4245076982279
992,1.0,4200 BRUCE ST,4/10/2019,POINT (-79.95696572221451 40.4681436150625),-79.9569657222145,40.4681436150625
993,1.0,4300 HALDANE ST,4/10/2019,POINT (-79.9422710818326 40.421452310034),-79.9422710818326,40.421452310034
994,1.0,4300 COLERIDGE ST,4/10/2019,POINT (-79.94220609454391 40.4777113723388),-79.9422060945439,40.4777113723388
995,1.0,4800 YEW ST,4/10/2019,POINT (-79.94814737987301 40.4582772384728),-79.948147379873,40.4582772384728
996,1.0,4900 PENN AVE,4/10/2019,POINT (-79.94486708396001 40.4649460507152),-79.94486708396,40.4649460507152
997,1.0,5100 5TH AVE,4/10/2019,POINT (-79.9382683042402 40.4474085858009),-79.9382683042402,40.4474085858009
998,2.1,5300 CARNEGIE ST,4/10/2019,POINT (-79.9513685173838 40.4816089415919),-79.9513685173838,40.4816089415919
999,1.0,5400 HOBART ST,4/10/2019,POINT (-79.9323759881995 40.431798722587),-79.9323759881995,40.431798722587
1000,1.0,5400 UPSAL PL,4/10/2019,POINT (nan nan),,
1001,1.16,5400 POCUSSET ST,4/10/2019,POINT (-79.9328627690907 40.4305401698773),-79.9328627690907,40.4305401698773
1002,8.73,5500 BRYANT ST,4/10/2019,POINT (-79.9260640657355 40.4778369925164),-79.9260640657355,40.4778369925164
1003,4.56,5500 WELLESLEY AVE,4/10/2019,POINT (-79.9278701835468 40.4746966476672),-79.9278701835468,40.4746966476672
1004,6.39,5500 DARLINGTON RD,4/10/2019,POINT (-79.9304994476084 40.4364095373362),-79.9304994476084,40.4364095373362
1005,1.0,5800 SOLWAY ST,4/10/2019,POINT (-79.92331047955059 40.4431011850425),-79.9233104795506,40.4431011850425
1006,1.0,6100 CALLERY ST,4/10/2019,POINT (-79.91704917315541 40.4712713879075),-79.9170491731554,40.4712713879075
1007,1.0,6300 CATON ST,4/10/2019,POINT (-79.9237803979951 40.423690026916),-79.9237803979951,40.423690026916
1008,1.0,6400 BEACON ST,4/10/2019,POINT (-79.9177523905694 40.4346652398128),-79.9177523905694,40.4346652398128
1009,16.2,6500 DARLINGTON RD,4/10/2019,POINT (-79.9161098610894 40.4361886729916),-79.9161098610894,40.4361886729916
1010,2.56,6600 DALZELL PL,4/10/2019,POINT (-79.9145142599494 40.4415627655377),-79.9145142599494,40.4415627655377
1011,7.51,6600 WILKINS AVE,4/10/2019,POINT (-79.915349317687 40.4455664542959),-79.915349317687,40.4455664542959
1012,1.0,6900 GREENWOOD ST,4/10/2019,POINT (-79.9257314943374 40.4851366718436),-79.9257314943374,40.4851366718436
1013,11.4,7000 FRANKSTOWN AVE,4/10/2019,POINT (-79.9008450160171 40.458239831494),-79.9008450160171,40.458239831494
1014,1.0,7400 PENFIELD COURT,4/10/2019,POINT (-79.8976763146792 40.4487018945302),-79.8976763146792,40.4487018945302
1015,4.2,7700 FORBES AVE,4/10/2019,POINT (-79.89561951968589 40.4394189123417),-79.8956195196859,40.4394189123417
1016,1.0,4000 DREXEL RD,4/5/2019,POINT (-80.0378958674706 40.4899974703006),-80.0378958674706,40.4899974703006
1017,1.0,5000 SOMERVILLE ST,4/5/2019,POINT (-79.9342622895055 40.4782878625473),-79.9342622895055,40.4782878625473
1018,1.0,0 PLOUGH ST,4/1/2019,POINT (-80.03324234575339 40.468124750011),-80.0332423457534,40.468124750011
1019,1.0,0 CRAIGHEAD ST,4/1/2019,POINT (-79.9983821995867 40.4254655942879),-79.9983821995867,40.4254655942879
1020,11.1,100 S 18TH ST,4/1/2019,POINT (-79.98083280640989 40.4281312759256),-79.9808328064099,40.4281312759256
1021,2.36,100 S 12TH ST,4/1/2019,POINT (-79.9865003124815 40.4274371075949),-79.9865003124815,40.4274371075949
1022,1.37,100 S 12TH ST,4/1/2019,POINT (-79.9865003124815 40.4274371075949),-79.9865003124815,40.4274371075949
1023,0.0,100 CARNEGIE PL,4/1/2019,POINT (-79.8980492506489 40.4479187253435),-79.8980492506489,40.4479187253435
1024,2.0,100 S 16TH ST,4/1/2019,POINT (-79.9830115102957 40.4284403865576),-79.9830115102957,40.4284403865576
1025,0.0,200 N FAIRMOUNT ST,4/1/2019,POINT (-79.93201888618221 40.4652999347079),-79.9320188861822,40.4652999347079
1026,6.73,200 RICHLAND LN,4/1/2019,POINT (-79.8974306234952 40.4466970810191),-79.8974306234952,40.4466970810191
1027,0.0,200 LINGROVE PL,4/1/2019,POINT (-79.91048093016261 40.451393299633),-79.9104809301626,40.451393299633
1028,2.06,200 CARNEGIE PL,4/1/2019,POINT (-79.89867300902669 40.4470553819093),-79.8986730090267,40.4470553819093
1029,0.0,200 42ND ST,4/1/2019,POINT (-79.9600748403014 40.4701485436834),-79.9600748403014,40.4701485436834
1030,14.0,300 S FAIRMOUNT ST,4/1/2019,POINT (-79.9344602666647 40.4612583762274),-79.9344602666647,40.4612583762274
1031,0.0,300 N EUCLID AVE,4/1/2019,POINT (-79.92661858793591 40.4648514778925),-79.9266185879359,40.4648514778925
1032,1.0,300 MOORE AVE,4/1/2019,POINT (-79.9930067319589 40.4113521266797),-79.9930067319589,40.4113521266797
1033,2.26,300 LEHIGH AVE,4/1/2019,POINT (-79.9261278901172 40.4567976141536),-79.9261278901172,40.4567976141536
1034,1.0,300 S HIGHLAND AVE,4/1/2019,POINT (-79.9248476693657 40.4569930486808),-79.9248476693657,40.4569930486808
1035,5.58,400 42ND ST,4/1/2019,POINT (-79.9565273349303 40.4674257079333),-79.9565273349303,40.4674257079333
1036,2.0,400 CABOT WAY,4/1/2019,POINT (-79.9954577441179 40.4294043361233),-79.9954577441179,40.4294043361233
1037,1.0,400 NOBLE ST,4/1/2019,POINT (-79.9371688680634 40.4550131153713),-79.9371688680634,40.4550131153713
1038,7.8,500 PAULSON AVE,4/1/2019,POINT (-79.9120954775105 40.4632445084595),-79.9120954775105,40.4632445084595
1039,2.0,500 BIGHAM ST,4/1/2019,POINT (-80.0160504021293 40.4304419655361),-80.0160504021293,40.4304419655361
1040,1.0,600 PITCAIRN PL,4/1/2019,POINT (-79.94004770660879 40.4514249890313),-79.9400477066088,40.4514249890313
1041,0.0,600 N NEGLEY AVE,4/1/2019,POINT (-79.9270050246311 40.468714705776),-79.9270050246311,40.468714705776
1042,19.0,600 KIRTLAND ST,4/1/2019,POINT (-79.90777993363611 40.44563416658),-79.9077799336361,40.44563416658
1043,2.0,700 HAMPSHIRE AVE,4/1/2019,POINT (-80.0208565958151 40.4105446243591),-80.0208565958151,40.4105446243591
1044,2.0,800 GEYER ROAD EXT,4/1/2019,POINT (-79.991423065888 40.4949027658603),-79.991423065888,40.4949027658603
1045,10.6,900 MILTON ST,4/1/2019,POINT (-79.8972356848802 40.4353907193422),-79.8972356848802,40.4353907193422
1046,0.0,900 ORANMORE ST,4/1/2019,POINT (-79.93710874880119 40.4753067357706),-79.9371087488012,40.4753067357706
1047,18.0,900 MELLON ST,4/1/2019,POINT (-79.92428075638161 40.4725019297291),-79.9242807563816,40.4725019297291
1048,1.0,900 GREENFIELD AVE,4/1/2019,POINT (-79.933313111269 40.4244361667316),-79.933313111269,40.4244361667316
1049,4.0,1000 DEVON RD,4/1/2019,POINT (-79.94406211840661 40.4470889555634),-79.9440621184066,40.4470889555634
1050,0.0,1100 GOODMAN ST,4/1/2019,POINT (-79.90608106557001 40.4185586027708),-79.90608106557,40.4185586027708
1051,1.5,1100 WINTERTON ST,4/1/2019,POINT (-79.91346077223341 40.4730585651983),-79.9134607722334,40.4730585651983
1052,0.0,1100 HIGH ST,4/1/2019,POINT (-79.7527402171923 40.6078179149159),-79.7527402171923,40.6078179149159
1053,4.7,1200 KING AVE,4/1/2019,POINT (-79.92634874940261 40.4783796984418),-79.9263487494026,40.4783796984418
1054,0.0,1200 BELLEROCK ST,4/1/2019,POINT (-79.9294740961671 40.4443374288552),-79.9294740961671,40.4443374288552
1055,0.0,1300 METHYL ST,4/1/2019,POINT (-80.026172189425 40.4160114699151),-80.026172189425,40.4160114699151
1056,0.0,1300 DENNISTON ST,4/1/2019,POINT (-79.919441967635 40.445860659898),-79.919441967635,40.445860659898
1057,2.65,1300 POPLAR ST,4/1/2019,POINT (nan nan),,
1058,6.2,1400 SHEFFIELD ST,4/1/2019,POINT (-80.02627552255341 40.4533383185512),-80.0262755225534,40.4533383185512
1059,1.0,1600 EL PASO ST,4/1/2019,POINT (-79.9311461886286 40.4854465379699),-79.9311461886286,40.4854465379699
1060,0.0,1700 HARCOR DR,4/1/2019,POINT (-80.00807711044369 40.3862376392538),-80.0080771104437,40.3862376392538
1061,4.5,1700 BRIGHTON RD,4/1/2019,POINT (-80.0158902551992 40.458521094098),-80.0158902551992,40.458521094098
1062,4.0,1700 WIGHTMAN ST,4/1/2019,POINT (-79.92812219771029 40.4378865987921),-79.9281221977103,40.4378865987921
1063,1.2,1900 ST PAUL ST,4/1/2019,POINT (nan nan),,
1064,1.0,2100 LARKINS WAY,4/1/2019,POINT (-79.9759884848467 40.4272271337389),-79.9759884848467,40.4272271337389
1065,1.0,2300 LARKINS WAY,4/1/2019,POINT (-79.9730194147394 40.4270503515452),-79.9730194147394,40.4270503515452
1066,5.34,2800 EDWARDS WAY,4/1/2019,POINT (-79.9682247346428 40.4238905737837),-79.9682247346428,40.4238905737837
1067,1.0,3600 FORBES AVE,4/1/2019,POINT (-79.9574405025888 40.4402644701256),-79.9574405025888,40.4402644701256
1068,1.0,3800 ACORN ST,4/1/2019,POINT (-79.9500854745899 40.4265790950116),-79.9500854745899,40.4265790950116
1069,1.0,3800 ACORN ST,4/1/2019,POINT (-79.9500854745899 40.4265790950116),-79.9500854745899,40.4265790950116
1070,7.16,4000 COLEMAN ST,4/1/2019,POINT (-79.9412661803938 40.4253578506707),-79.9412661803938,40.4253578506707
1071,1.0,4000 ARSENAL PL,4/1/2019,POINT (-79.9589535238046 40.4662439690528),-79.9589535238046,40.4662439690528
1072,3.31,4200 PERRYSVILLE AVE,4/1/2019,POINT (-80.0205459735496 40.4947378599372),-80.0205459735496,40.4947378599372
1073,1.0,4300 COLERIDGE ST,4/1/2019,POINT (-79.94220609454391 40.4777113723388),-79.9422060945439,40.4777113723388
1074,36.2,4500 GLADSTONE ST,4/1/2019,POINT (-79.942711292602 40.4170105013178),-79.942711292602,40.4170105013178
1075,1.0,4700 STANTON AVE,4/1/2019,POINT (-79.9365517019441 40.4808036946617),-79.9365517019441,40.4808036946617
1076,1.08,4800 SCIOTA ST,4/1/2019,POINT (-79.947350373503 40.4596658606262),-79.947350373503,40.4596658606262
1077,1.2,4900 WALLINGFORD ST,4/1/2019,POINT (-79.9455435024994 40.4524075230926),-79.9455435024994,40.4524075230926
